waste_id,date_listed,category,sub_category,description,location,quantity_kg,unit,demand_index,price_per_unit_lkr,total_value_lkr,status
ad91118f-a773-409b-9060-e83d4997fa63,2026-01-29,Metal,Steel Scraps,Baled Steel Scraps available at Seethawaka factory.,Seethawaka Export Processing Zone,1541.68,kg,0.94,232.68,358718.1,Available
ba736173-0d31-4503-a304-4c96ac297722,2026-01-29,Plastic,LDPE Wrap,Loose LDPE Wrap available at Seethawaka factory.,Seethawaka Export Processing Zone,511.52,kg,0.92,78.26,40031.56,Sold
edc10bbf-3065-4600-acbc-5348deecbf58,2026-01-29,Plastic,HDPE Containers,Unsorted HDPE Containers available at Biyagama factory.,Biyagama Export Processing Zone,340.18,kg,1.15,105.43,35865.18,Available
236b1d31-50bb-48f6-8aaf-1289fc71c65b,2026-01-29,Textile Offcuts,Cotton,Dirty Cotton available at Koggala factory.,Koggala Export Processing Zone,285.76,kg,1.04,154.94,44275.65,Available
f2bfd7ce-2fe8-451c-9450-8e77e0cce3c9,2026-01-29,Textile Offcuts,Cotton,Baled Cotton available at Paliyagoda factory.,Paliyagoda,255.47,kg,0.87,123.95,31665.51,Sold
9a8db961-8f0d-4a87-b2fa-b400d5b0ac30,2026-01-29,Paper,Cardboard,Loose Cardboard available at Ekala factory.,Ekala Industrial Estate,979.35,kg,0.86,29.99,29370.71,Available
370a29fc-83b0-4a02-a83d-68e18ce898cf,2026-01-29,Plastic,PET Bottles,Mixed PET Bottles available at Seethawaka factory.,Seethawaka Export Processing Zone,993.7,kg,0.81,90.72,90148.46,Available
512d2e56-73d5-4873-af2d-8ce1e3aa6075,2026-01-29,Metal,Aluminum Cans,Clean Aluminum Cans available at Koggala factory.,Koggala Export Processing Zone,529.37,kg,0.92,380.6,201478.22,Sold
ee815a90-54e8-4884-b19e-41577af522ac,2026-01-29,Textile Offcuts,Polyester,Unsorted Polyester available at Katunayake factory.,Katunayake Export Processing Zone,1811.54,kg,1.09,32.83,59472.86,Available
1041caad-0540-40b4-893c-ccf3551ceaec,2026-01-29,Metal,Steel Scraps,Unsorted Steel Scraps available at Katunayake factory.,Katunayake Export Processing Zone,1642.94,kg,1.08,181.4,298029.32,Available
6e3f425f-24f7-4e80-8cde-abb5f731ea6b,2026-01-29,Chemical,Empty Drums (Plastic),Dirty Empty Drums (Plastic) available at Biyagama factory.,Biyagama Export Processing Zone,1636.94,units,0.86,506.87,829715.78,Available
baf34b82-4cca-4c30-b8fc-bf810dae2ec5,2026-01-29,Plastic,LDPE Wrap,Clean LDPE Wrap available at Colombo factory.,Colombo Industrial Zone,1380.82,kg,0.83,92.97,128374.84,Available
d8003a48-2451-471b-859c-2feb28daa116,2026-01-29,Paper,Mixed,Leftover Mixed available at Horana factory.,Horana Export Processing Zone,352.14,kg,1.13,44.53,15680.79,Available
3b412eab-87a3-4233-9b3a-c20e3bb50a11,2026-01-29,Textile Offcuts,Cotton,Clean Cotton available at Koggala factory.,Koggala Export Processing Zone,984.32,kg,1.18,134.58,132469.79,Available
eae78c34-4ce8-4513-b8e5-2c5db8b0d02a,2026-01-29,Chemical,Empty Drums (Plastic),Clean Empty Drums (Plastic) available at Paliyagoda factory.,Paliyagoda,595.23,units,1.08,617.72,367685.48,Available
a1f387ab-afdc-4bac-abe4-33bcadc99a75,2026-01-29,Metal,Steel Scraps,Loose Steel Scraps available at Koggala factory.,Koggala Export Processing Zone,1493.8,kg,0.84,165.67,247477.85,Available
d0a034f9-e559-4d3b-8104-ab64cc93ae34,2026-01-29,Paper,Cardboard,Unsorted Cardboard available at Horana factory.,Horana Export Processing Zone,1766.6,kg,0.97,41.44,73207.9,Available
9a7eca1f-2944-4521-9c52-f48a953dcc2a,2026-01-29,Metal,Aluminum Cans,Loose Aluminum Cans available at Biyagama factory.,Biyagama Export Processing Zone,1998.65,kg,1.12,436.95,873310.12,Available
b9c49e17-4d89-42fa-9b05-5c98521c9a6a,2026-01-29,Metal,Steel Scraps,Leftover Steel Scraps available at Biyagama factory.,Biyagama Export Processing Zone,56.58,kg,0.99,168.9,9556.36,Available
81195cf8-d409-471b-baf2-ec7b9ac093a5,2026-01-29,Paper,Mixed,Mixed Mixed available at Seethawaka factory.,Seethawaka Export Processing Zone,378.2,kg,1.02,36.0,13615.2,Sold
375dcd69-ed73-4e1b-8f32-cb5b5ae2e090,2026-01-29,Organic,Food Waste,Leftover Food Waste available at Biyagama factory.,Biyagama Export Processing Zone,1945.87,kg,0.89,11.8,22961.27,Sold
4f18c634-907e-4ceb-b890-dab712ce428a,2026-01-29,Metal,Aluminum Cans,Dirty Aluminum Cans available at Koggala factory.,Koggala Export Processing Zone,103.2,kg,1.09,437.46,45145.87,Available
9cdcf649-1330-48b4-b5e8-5daa94bca694,2026-01-29,Plastic,LDPE Wrap,Clean LDPE Wrap available at Ekala factory.,Ekala Industrial Estate,1248.71,kg,1.0,71.4,89157.89,Available
e9dcbb00-49c0-4579-b577-d4ac5ca4abfe,2026-01-29,Chemical,Empty Drums (Plastic),Dirty Empty Drums (Plastic) available at Koggala factory.,Koggala Export Processing Zone,1086.02,units,1.02,698.66,758758.73,Available
d1643ff3-eb38-42ef-8f91-76bedb330931,2026-01-29,Textile Offcuts,Polyester,Unsorted Polyester available at Colombo factory.,Colombo Industrial Zone,1459.26,kg,1.06,32.83,47907.51,Available
770d0194-ff25-4d24-8105-1ce15eec72b3,2026-01-29,Plastic,LDPE Wrap,Sorted LDPE Wrap available at Colombo factory.,Colombo Industrial Zone,782.3,kg,1.08,108.41,84809.14,Available
f52d3004-3441-4aeb-ade7-c8cf66b8ccae,2026-01-29,Organic,Food Waste,Dirty Food Waste available at Ekala factory.,Ekala Industrial Estate,1050.18,kg,1.07,13.61,14292.95,Available
13d4240c-7c0f-47dd-853d-d5368d3f3c13,2026-01-29,Plastic,LDPE Wrap,Unsorted LDPE Wrap available at Ekala factory.,Ekala Industrial Estate,1225.72,kg,1.2,97.22,119164.5,Available
40cf164e-0702-4a03-82a8-ddf3ece33384,2026-01-29,Chemical,Empty Drums (Plastic),Unsorted Empty Drums (Plastic) available at Katunayake factory.,Katunayake Export Processing Zone,1507.2,units,1.09,683.18,1029688.9,Available
3aea78bc-d094-45d3-99a4-957d411473f0,2026-01-29,Plastic,HDPE Containers,Clean HDPE Containers available at Horana factory.,Horana Export Processing Zone,1460.9,kg,1.03,130.58,190764.32,Available
ecbe9c2a-07bc-4bf1-b3e7-d47f9e458eb8,2026-01-29,Textile Offcuts,Mixed,Unsorted Mixed available at Paliyagoda factory.,Paliyagoda,1876.5,kg,1.17,31.23,58603.1,Available
9c6428b1-dad7-4058-ba2c-fa45f653216f,2026-01-29,Paper,Mixed,Dirty Mixed available at Koggala factory.,Koggala Export Processing Zone,162.91,kg,1.05,19.66,3202.81,Available
4b2267d9-1f63-4bbc-a581-9f4a6aab33d6,2026-01-29,Organic,Food Waste,Sorted Food Waste available at Colombo factory.,Colombo Industrial Zone,644.36,kg,0.98,5.35,3447.33,Available
147cf3bb-8ea2-4585-9513-245d29997027,2026-01-29,Organic,Food Waste,Leftover Food Waste available at Biyagama factory.,Biyagama Export Processing Zone,421.04,kg,1.18,6.87,2892.54,Sold
f322543e-5735-4491-a2cc-67d7a4c6c997,2026-01-29,Metal,Steel Scraps,Loose Steel Scraps available at Paliyagoda factory.,Paliyagoda,313.59,kg,0.86,159.72,50086.59,Available
da6343e1-a319-49ed-aa29-23d64b2db82c,2026-01-29,Metal,Aluminum Cans,Baled Aluminum Cans available at Horana factory.,Horana Export Processing Zone,1078.23,kg,1.08,446.17,481073.88,Available
4f7f0a24-d573-43a3-8a86-0b8216cafd7c,2026-01-29,Paper,Mixed,Mixed Mixed available at Katunayake factory.,Katunayake Export Processing Zone,200.11,kg,0.88,34.8,6963.83,Available
fca304be-0cdc-4ec1-96f6-0b35b1104d95,2026-01-29,Textile Offcuts,Cotton,Leftover Cotton available at Seethawaka factory.,Seethawaka Export Processing Zone,1481.88,kg,0.96,109.99,162991.98,Available
d47911c5-1447-4bf0-baa7-0f5688e93993,2026-01-29,Textile Offcuts,Cotton,Dirty Cotton available at Paliyagoda factory.,Paliyagoda,1916.47,kg,0.82,122.28,234345.95,Available
d066658e-4371-4734-83f9-f690f0c97e29,2026-01-29,Organic,Food Waste,Unsorted Food Waste available at Paliyagoda factory.,Paliyagoda,1658.26,kg,1.17,12.44,20628.75,Available
8e317dbf-9ad0-4d11-bfbf-87d33224937e,2026-01-29,Chemical,Empty Drums (Plastic),Sorted Empty Drums (Plastic) available at Biyagama factory.,Biyagama Export Processing Zone,976.0,units,1.06,765.3,746932.8,Available
369498e8-3514-4ced-aa84-1ddd94b24de5,2026-01-29,Metal,Steel Scraps,Baled Steel Scraps available at Biyagama factory.,Biyagama Export Processing Zone,1755.67,kg,0.89,181.1,317951.84,Available
ecac002d-3965-483d-a439-ed4d6d89b833,2026-01-29,Textile Offcuts,Mixed,Unsorted Mixed available at Ekala factory.,Ekala Industrial Estate,1463.8,kg,1.11,37.38,54716.84,Available
7d9df79d-a950-4db5-bb04-e6d1f67a7345,2026-01-29,Textile Offcuts,Cotton,Baled Cotton available at Biyagama factory.,Biyagama Export Processing Zone,1597.96,kg,0.9,75.59,120789.8,Sold
5808caec-e0cf-4ffc-963c-994c279c846d,2026-01-29,Textile Offcuts,Cotton,Clean Cotton available at Ekala factory.,Ekala Industrial Estate,816.07,kg,0.86,94.53,77143.1,Sold
b5eab53f-5573-49e2-b945-3f00c25853ab,2026-01-29,Metal,Steel Scraps,Loose Steel Scraps available at Paliyagoda factory.,Paliyagoda,82.51,kg,0.82,139.56,11515.1,Available
a15d10ed-e758-41ee-8f14-3b3771c6428c,2026-01-29,Metal,Steel Scraps,Leftover Steel Scraps available at Paliyagoda factory.,Paliyagoda,679.77,kg,1.07,194.94,132514.36,Available
87b77b9b-2bf9-42e4-9063-414fff51e2f5,2026-01-29,Metal,Steel Scraps,Dirty Steel Scraps available at Paliyagoda factory.,Paliyagoda,566.67,kg,0.84,209.76,118864.7,Available
9bed5c28-5440-496d-b3db-4a2f1c9191e9,2026-01-29,Chemical,Empty Drums (Plastic),Leftover Empty Drums (Plastic) available at Seethawaka factory.,Seethawaka Export Processing Zone,974.48,units,0.91,628.55,612509.4,Available
05c6f063-cf97-4c37-9de8-70d77255bd73,2026-01-29,Plastic,PET Bottles,Leftover PET Bottles available at Seethawaka factory.,Seethawaka Export Processing Zone,1725.16,kg,0.82,87.28,150571.96,Sold
206a1794-d854-4898-9d98-b6736d075f10,2026-01-29,Textile Offcuts,Cotton,Clean Cotton available at Colombo factory.,Colombo Industrial Zone,236.94,kg,1.09,103.18,24447.47,Available
16676002-f817-4c2f-8ac7-d6b25ad21bd7,2026-01-29,Textile Offcuts,Cotton,Unsorted Cotton available at Colombo factory.,Colombo Industrial Zone,288.19,kg,1.03,140.66,40536.81,Available
5cb799d9-7c7e-4639-a410-ee580a34b1a7,2026-01-29,Organic,Food Waste,Leftover Food Waste available at Seethawaka factory.,Seethawaka Export Processing Zone,1158.97,kg,1.2,8.23,9538.32,Available
f94eae6a-b5e3-4c6f-b0d6-54a2c12d1e48,2026-01-29,Textile Offcuts,Mixed,Leftover Mixed available at Ekala factory.,Ekala Industrial Estate,1131.63,kg,1.05,42.1,47641.62,Available
decfbabf-1560-4baa-b2e7-07a6c59f9a34,2026-01-29,Paper,Mixed,Unsorted Mixed available at Colombo factory.,Colombo Industrial Zone,1565.83,kg,0.8,31.08,48666.0,Available
55f7c647-1e73-42c7-bdfc-ad212b3f747a,2026-01-29,Paper,Cardboard,Mixed Cardboard available at Colombo factory.,Colombo Industrial Zone,1164.58,kg,0.9,28.39,33062.43,Available
9a0c9990-5849-497d-b4a9-fd642f13b0a0,2026-01-29,Textile Offcuts,Cotton,Leftover Cotton available at Paliyagoda factory.,Paliyagoda,404.31,kg,0.96,80.69,32623.77,Available
b63f8226-f5be-4e38-8b32-e91cd8c04c99,2026-01-29,Chemical,Empty Drums (Plastic),Sorted Empty Drums (Plastic) available at Ekala factory.,Ekala Industrial Estate,835.59,units,0.94,696.13,581679.27,Available
8ebea8f4-7726-4564-962a-24f1e4087c0b,2026-01-29,Plastic,PET Bottles,Loose PET Bottles available at Biyagama factory.,Biyagama Export Processing Zone,291.48,kg,1.01,89.74,26157.42,Sold
ea14ed94-5a68-4cc9-9303-9e385ff6fdf0,2026-01-29,Metal,Steel Scraps,Leftover Steel Scraps available at Colombo factory.,Colombo Industrial Zone,601.06,kg,0.84,209.52,125934.09,Sold
6b163b8c-ffa6-40f1-a601-282dcc946297,2026-01-29,Textile Offcuts,Polyester,Mixed Polyester available at Katunayake factory.,Katunayake Export Processing Zone,608.27,kg,0.84,57.13,34750.47,Available
781b593c-5c2a-40dc-a816-42b5300bb0b3,2026-01-29,Metal,Aluminum Cans,Unsorted Aluminum Cans available at Paliyagoda factory.,Paliyagoda,1873.82,kg,0.84,298.81,559916.15,Available
c92ab367-c93a-416d-9c29-26dd0b5f783e,2026-01-29,Chemical,Empty Drums (Plastic),Baled Empty Drums (Plastic) available at Paliyagoda factory.,Paliyagoda,1850.66,units,0.99,592.99,1097422.87,Available
11c01e82-b450-4e6c-b771-15caea1ecfc6,2026-01-29,Textile Offcuts,Mixed,Clean Mixed available at Colombo factory.,Colombo Industrial Zone,708.71,kg,1.19,69.68,49382.91,Available
54c65c34-0c0a-4714-be11-4a515adaef8f,2026-01-29,Textile Offcuts,Mixed,Loose Mixed available at Ekala factory.,Ekala Industrial Estate,275.53,kg,1.17,44.74,12327.21,Sold
3cf858f4-13dc-4c42-a00e-c31a481694ba,2026-01-29,Organic,Food Waste,Dirty Food Waste available at Ekala factory.,Ekala Industrial Estate,1883.92,kg,0.91,8.17,15391.63,Available
c1a7ee18-4867-4476-9d6f-fbc8a9cd4f69,2026-01-29,Chemical,Empty Drums (Plastic),Unsorted Empty Drums (Plastic) available at Katunayake factory.,Katunayake Export Processing Zone,1641.81,units,0.97,685.87,1126068.22,Available
bd49b65f-96fe-48ca-999f-cf99b7ef0b82,2026-01-29,Metal,Aluminum Cans,Loose Aluminum Cans available at Paliyagoda factory.,Paliyagoda,1454.34,kg,1.19,502.67,731053.09,Available
0b2cdd92-fb67-4abc-b0f9-69c418a7f18e,2026-01-29,Metal,Steel Scraps,Mixed Steel Scraps available at Koggala factory.,Koggala Export Processing Zone,1448.52,kg,1.04,214.92,311315.92,Available
ffc09903-9f4b-46f5-8a08-912169aec175,2026-01-29,Plastic,LDPE Wrap,Sorted LDPE Wrap available at Paliyagoda factory.,Paliyagoda,1332.51,kg,1.19,130.82,174318.96,Available
fe057297-cf6b-4a50-8d7d-e829a7480532,2026-01-29,Metal,Steel Scraps,Leftover Steel Scraps available at Colombo factory.,Colombo Industrial Zone,1276.55,kg,1.18,225.8,288244.99,Available
6c666ee2-a0da-4bcf-82ac-72935612b9d4,2026-01-29,Paper,Mixed,Dirty Mixed available at Horana factory.,Horana Export Processing Zone,727.03,kg,1.0,31.57,22952.34,Available
07cfc7d6-da4f-4156-8911-a91e4ba9955f,2026-01-29,Plastic,LDPE Wrap,Loose LDPE Wrap available at Koggala factory.,Koggala Export Processing Zone,1620.24,kg,1.2,99.62,161408.31,Available
1396acf2-935f-436a-b8c4-5d5c74554d3e,2026-01-29,Metal,Aluminum Cans,Leftover Aluminum Cans available at Paliyagoda factory.,Paliyagoda,55.51,kg,1.12,387.96,21535.66,Sold
94f1f438-871d-45a7-b9f0-3976702b9d19,2026-01-29,Plastic,HDPE Containers,Dirty HDPE Containers available at Ekala factory.,Ekala Industrial Estate,550.29,kg,1.16,139.84,76952.55,Available
c7c838d6-8db7-4e8e-971f-b2a0d6d393bc,2026-01-29,Plastic,LDPE Wrap,Sorted LDPE Wrap available at Katunayake factory.,Katunayake Export Processing Zone,1878.03,kg,0.97,78.8,147988.76,Available
9bb1c08e-a85e-450a-b74a-5549b19ba6ce,2026-01-29,Metal,Aluminum Cans,Baled Aluminum Cans available at Colombo factory.,Colombo Industrial Zone,1120.54,kg,1.17,488.14,546980.4,Available
5a002cce-6bc0-4721-8468-386e01e169e0,2026-01-29,Organic,Food Waste,Sorted Food Waste available at Biyagama factory.,Biyagama Export Processing Zone,1795.18,kg,0.92,8.69,15600.11,Available
3b41ee02-1e20-43ba-b762-561180285b97,2026-01-29,Plastic,HDPE Containers,Baled HDPE Containers available at Koggala factory.,Koggala Export Processing Zone,1566.92,kg,0.83,88.06,137982.98,Available
ebe626ee-df74-43d6-a10f-b5d5fdb592e2,2026-01-29,Chemical,Empty Drums (Plastic),Unsorted Empty Drums (Plastic) available at Horana factory.,Horana Export Processing Zone,121.1,units,1.19,882.24,106839.26,Available
583d2133-acd9-4063-9923-314d8879bedf,2026-01-29,Paper,Mixed,Unsorted Mixed available at Ekala factory.,Ekala Industrial Estate,233.7,kg,1.15,41.83,9775.67,Available
e1df905d-d23b-47fc-8cc5-7890730c2f76,2026-01-29,Plastic,PET Bottles,Clean PET Bottles available at Paliyagoda factory.,Paliyagoda,1383.58,kg,0.91,96.05,132892.86,Available
b8055831-0053-45d3-a44d-454bd6b499f7,2026-01-29,Chemical,Empty Drums (Plastic),Mixed Empty Drums (Plastic) available at Koggala factory.,Koggala Export Processing Zone,1470.64,units,1.12,887.2,1304751.81,Available
a7196efe-73b4-472d-b2c3-9e9bbd90c846,2026-01-29,Textile Offcuts,Cotton,Baled Cotton available at Koggala factory.,Koggala Export Processing Zone,835.39,kg,1.16,158.06,132041.74,Sold
80770a9c-3a14-48fd-ac25-327ac70e4f8c,2026-01-29,Metal,Aluminum Cans,Clean Aluminum Cans available at Colombo factory.,Colombo Industrial Zone,935.8,kg,1.14,502.47,470211.43,Available
78aae835-9a35-4349-b2e0-98019a22a2e8,2026-01-29,Paper,Mixed,Leftover Mixed available at Horana factory.,Horana Export Processing Zone,1494.89,kg,0.94,35.85,53591.81,Available
60ca9886-65d8-4641-bc61-ce237d2917fa,2026-01-29,Paper,Cardboard,Mixed Cardboard available at Katunayake factory.,Katunayake Export Processing Zone,122.5,kg,0.87,47.52,5821.2,Available
d9aa338f-4176-4ebd-8f8c-72c0351df8ca,2026-01-29,Paper,Cardboard,Loose Cardboard available at Horana factory.,Horana Export Processing Zone,231.03,kg,0.88,39.9,9218.1,Available
d0d20424-5dbe-4de2-a643-51a6a6146a3e,2026-01-29,Textile Offcuts,Mixed,Unsorted Mixed available at Biyagama factory.,Biyagama Export Processing Zone,769.14,kg,0.83,36.6,28150.52,Available
2f6f13cf-de92-4b60-930c-717e0ceb99e4,2026-01-29,Paper,Mixed,Mixed Mixed available at Koggala factory.,Koggala Export Processing Zone,176.95,kg,1.1,29.81,5274.88,Available
c719355b-0959-4ec6-b954-9b78b7f9d055,2026-01-29,Paper,Mixed,Leftover Mixed available at Biyagama factory.,Biyagama Export Processing Zone,316.5,kg,0.82,31.49,9966.58,Sold
c858a4b7-2901-47e9-a434-1d3ec311b1df,2026-01-29,Metal,Aluminum Cans,Unsorted Aluminum Cans available at Ekala factory.,Ekala Industrial Estate,470.15,kg,1.19,439.51,206635.63,Available
f69b1349-10fe-48d5-b267-cabbfb314084,2026-01-29,Metal,Steel Scraps,Leftover Steel Scraps available at Ekala factory.,Ekala Industrial Estate,1059.84,kg,1.08,188.98,200288.56,Available
ef7073e5-044d-4084-b2e9-604ac24af181,2026-01-29,Plastic,PET Bottles,Mixed PET Bottles available at Colombo factory.,Colombo Industrial Zone,575.26,kg,1.11,92.25,53067.74,Available
21d0a597-2647-4b49-a678-70317b7aa725,2026-01-29,Chemical,Empty Drums (Plastic),Unsorted Empty Drums (Plastic) available at Paliyagoda factory.,Paliyagoda,1714.93,units,0.87,490.39,840984.52,Available
fee05e44-dc9d-4280-95b3-e195cf18942f,2026-01-29,Paper,Mixed,Baled Mixed available at Koggala factory.,Koggala Export Processing Zone,1587.04,kg,0.89,33.4,53007.14,Available
8008e1be-4069-47e3-9b1f-58f46664a10a,2026-01-29,Plastic,LDPE Wrap,Loose LDPE Wrap available at Katunayake factory.,Katunayake Export Processing Zone,1947.87,kg,1.18,139.98,272662.84,Available
15ed7bab-19f6-46b8-9dc4-e6d3b39f20b6,2026-01-29,Textile Offcuts,Cotton,Loose Cotton available at Paliyagoda factory.,Paliyagoda,416.97,kg,1.12,97.97,40850.55,Sold
3d3f727b-258e-4392-a4d8-27969d3f7152,2026-01-29,Paper,Mixed,Dirty Mixed available at Ekala factory.,Ekala Industrial Estate,52.75,kg,0.91,32.45,1711.74,Sold
7a943fd8-fe57-4091-b0cc-f289196cb913,2026-01-29,Chemical,Empty Drums (Plastic),Clean Empty Drums (Plastic) available at Ekala factory.,Ekala Industrial Estate,385.52,units,1.11,568.07,219002.35,Sold
7d08e3ba-e0ec-4229-ac52-527e6c615575,2026-01-29,Metal,Steel Scraps,Sorted Steel Scraps available at Ekala factory.,Ekala Industrial Estate,1341.91,kg,0.83,180.38,242053.73,Available
a65ffc30-5ea5-49eb-a4b6-fed09eaf159f,2026-01-29,Plastic,HDPE Containers,Dirty HDPE Containers available at Seethawaka factory.,Seethawaka Export Processing Zone,1499.84,kg,1.11,150.08,225095.99,Available
d81b4156-077d-41f7-9769-b5d0f8a268bc,2026-01-29,Chemical,Empty Drums (Plastic),Loose Empty Drums (Plastic) available at Horana factory.,Horana Export Processing Zone,936.51,units,1.16,923.35,864726.51,Available
6c6574e1-4986-40d4-a4a6-eec11da4a229,2026-01-29,Organic,Food Waste,Sorted Food Waste available at Katunayake factory.,Katunayake Export Processing Zone,1428.52,kg,0.88,9.59,13699.51,Available
85c2a57b-399a-40eb-92ba-0aeb4eeb5d32,2026-01-29,Paper,Cardboard,Leftover Cardboard available at Katunayake factory.,Katunayake Export Processing Zone,243.79,kg,1.04,32.13,7832.97,Available
a3444f25-da8b-4198-a780-033b8fcf10af,2026-01-29,Plastic,PET Bottles,Sorted PET Bottles available at Horana factory.,Horana Export Processing Zone,219.5,kg,0.94,114.19,25064.7,Available
fca432a1-0032-43bb-84fc-295f96e45db0,2026-01-29,Paper,Mixed,Loose Mixed available at Seethawaka factory.,Seethawaka Export Processing Zone,1375.43,kg,1.05,30.93,42542.05,Available
dfced491-fb0a-4f4d-bb98-4dad62970397,2026-01-29,Paper,Cardboard,Sorted Cardboard available at Paliyagoda factory.,Paliyagoda,1626.05,kg,0.92,30.06,48879.06,Available
6744caa6-f7f8-4d18-a373-daec60b83360,2026-01-29,Paper,Mixed,Mixed Mixed available at Horana factory.,Horana Export Processing Zone,1403.59,kg,0.89,27.99,39286.48,Available
c0d3c731-1d7a-4dc4-bdc8-54604391ce4a,2026-01-29,Plastic,PET Bottles,Baled PET Bottles available at Ekala factory.,Ekala Industrial Estate,987.57,kg,1.1,88.77,87666.59,Sold
e1cdcb4e-178f-4c59-97f4-c6cf49f1fc98,2026-01-29,Plastic,PET Bottles,Baled PET Bottles available at Paliyagoda factory.,Paliyagoda,1421.97,kg,0.85,101.96,144984.06,Sold
584a2ab0-b417-4d5c-b5d4-f10bc33ad8b6,2026-01-29,Paper,Mixed,Clean Mixed available at Katunayake factory.,Katunayake Export Processing Zone,1596.99,kg,0.84,17.16,27404.35,Available
d320f1bf-1ba5-4b75-a191-72124f36a316,2026-01-29,Organic,Food Waste,Sorted Food Waste available at Seethawaka factory.,Seethawaka Export Processing Zone,1278.46,kg,0.93,13.13,16786.18,Available
710bf6c5-9ff7-44c7-b73e-91ded08ef91a,2026-01-29,Plastic,HDPE Containers,Unsorted HDPE Containers available at Colombo factory.,Colombo Industrial Zone,1810.96,kg,0.84,81.93,148371.95,Available
468dcab5-c608-4f08-a017-1ccfeb68ebc9,2026-01-29,Paper,Cardboard,Leftover Cardboard available at Biyagama factory.,Biyagama Export Processing Zone,617.87,kg,1.13,48.6,30028.48,Available
9ed81cbd-d433-4514-a45f-6bc71a4b22b9,2026-01-29,Paper,Mixed,Mixed Mixed available at Seethawaka factory.,Seethawaka Export Processing Zone,1855.63,kg,0.81,27.07,50231.9,Available
5a4042d4-21d4-4bca-b4d4-f289c49f74a8,2026-01-29,Textile Offcuts,Mixed,Mixed Mixed available at Katunayake factory.,Katunayake Export Processing Zone,1050.13,kg,1.02,37.18,39043.83,Available
0df53c48-6712-492e-a149-a174fe8d3d1c,2026-01-29,Plastic,PET Bottles,Sorted PET Bottles available at Colombo factory.,Colombo Industrial Zone,709.18,kg,1.14,112.85,80030.96,Sold
692af1e0-9950-4e27-8585-b9606ccf714d,2026-01-29,Plastic,HDPE Containers,Leftover HDPE Containers available at Horana factory.,Horana Export Processing Zone,1677.16,kg,0.83,97.72,163892.08,Available
f08661f9-12e9-4ebb-9789-9a7df7bbf6e4,2026-01-29,Metal,Aluminum Cans,Unsorted Aluminum Cans available at Paliyagoda factory.,Paliyagoda,1600.22,kg,1.05,436.29,698159.98,Available
c07a19cf-8e79-4186-b1de-eac64af44237,2026-01-29,Plastic,PET Bottles,Baled PET Bottles available at Colombo factory.,Colombo Industrial Zone,1013.55,kg,1.07,100.05,101405.68,Available
9e37f2f1-ce3b-47bf-9910-7e3c8d2f9d2f,2026-01-29,Plastic,PET Bottles,Mixed PET Bottles available at Paliyagoda factory.,Paliyagoda,470.92,kg,1.11,135.89,63993.32,Available
35d8bed3-f363-42a3-8343-272db0a98c35,2026-01-29,Plastic,PET Bottles,Dirty PET Bottles available at Koggala factory.,Koggala Export Processing Zone,799.15,kg,1.15,138.0,110282.7,Available
4a130984-7041-49d0-8392-b525c9df2324,2026-01-29,Plastic,PET Bottles,Clean PET Bottles available at Biyagama factory.,Biyagama Export Processing Zone,1115.42,kg,1.19,106.1,118346.06,Available
fac39745-6d21-4623-adb8-8f3a6cb076d5,2026-01-29,Textile Offcuts,Cotton,Clean Cotton available at Biyagama factory.,Biyagama Export Processing Zone,1924.03,kg,1.06,82.71,159136.52,Sold
1dda767b-6cf5-4de8-b569-9f8993903b4e,2026-01-29,Plastic,PET Bottles,Clean PET Bottles available at Biyagama factory.,Biyagama Export Processing Zone,497.69,kg,1.09,92.6,46086.09,Available
2acb0f1c-c856-4273-acbf-76d7229b4cf8,2026-01-29,Plastic,LDPE Wrap,Leftover LDPE Wrap available at Katunayake factory.,Katunayake Export Processing Zone,289.11,kg,0.92,87.63,25334.71,Available
b094a99f-a0fc-4d50-816a-975a7b21fbcd,2026-01-29,Plastic,LDPE Wrap,Mixed LDPE Wrap available at Biyagama factory.,Biyagama Export Processing Zone,471.32,kg,1.07,87.04,41023.69,Sold
15520cb9-3246-4010-b5f7-1dbd61c07b70,2026-01-29,Metal,Steel Scraps,Unsorted Steel Scraps available at Seethawaka factory.,Seethawaka Export Processing Zone,83.98,kg,1.2,225.11,18904.74,Available
dce836fc-7989-4328-9682-f83f52848ec2,2026-01-29,Textile Offcuts,Cotton,Baled Cotton available at Horana factory.,Horana Export Processing Zone,633.03,kg,1.2,75.29,47660.83,Available
ed53fa1a-a75e-405f-8b1d-fc597b594caf,2026-01-29,Organic,Food Waste,Loose Food Waste available at Seethawaka factory.,Seethawaka Export Processing Zone,758.21,kg,1.04,9.28,7036.19,Sold
587e935d-dc21-4644-a795-d99df0c46bf4,2026-01-29,Textile Offcuts,Polyester,Loose Polyester available at Ekala factory.,Ekala Industrial Estate,184.06,kg,0.94,43.84,8069.19,Available
e640d781-9b2a-4557-a89b-0096d10a7701,2026-01-29,Textile Offcuts,Cotton,Unsorted Cotton available at Biyagama factory.,Biyagama Export Processing Zone,1796.43,kg,0.93,82.06,147415.05,Available
6a6b6cc4-11d3-4a42-a905-6fd41a44d6e2,2026-01-29,Plastic,HDPE Containers,Mixed HDPE Containers available at Colombo factory.,Colombo Industrial Zone,56.04,kg,1.04,116.84,6547.71,Available
